First Name,Last Name,Company,Email,Website,City,Google Maps URL
,,HaMipratz,yochai.yomedia@gmail.com,http://www.hamipratz-eilat.co.il/,Eilat,https://maps.google.com/?cid=5790701743556954162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Dolphin Reef Restaurant,info@dolphinreef.co.il,http://www.dolphinreef.co.il/,Eilat,https://maps.google.com/?cid=16405704103298142634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Zipporah skewers Badatz kosher,tziporaeilat@gmail.com,https://www.tziporaeilat.co.il/,Eilat,https://maps.google.com/?cid=4858966933295607590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Lawrence,AnnaRo@fattal.co.il,http://www.fattal.co.il/herods-vitalis-eilat-hotel/facilities,Eilat,https://maps.google.com/?cid=5269123385663718135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,פריז טקסס אילת - Paris Texas Eilat,paristexasgv@gmail.com,https://paristexasil.co.il/,Eilat,https://maps.google.com/?cid=5816733612635618416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Rotch,rotchbar@gmail.com,http://www.rotch.co.il/,Rishon LeZion,https://maps.google.com/?cid=17341995579233955690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Fish Royale,Fishrest2015@gmail.com,http://www.fishroyal.co.il/,Rishon LeZion,https://maps.google.com/?cid=14369941341677737979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Gan Sipur Café,gansipur@gmail.com,http://www.gansipur.co.il/,Rishon LeZion,https://maps.google.com/?cid=115413718060171031&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Piranha chef,info@website.com,https://piranhachef.com/,Rishon LeZion,https://maps.google.com/?cid=6246801298414189482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Garden 83 - Beer & Burger,maja@email.com,https://ontopo.com/he/il/page/36069067,Rishon LeZion,https://maps.google.com/?cid=122429139003777819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Beer House,vicontt@gmail.com,https://beerhouse.rest.co.il/,Rishon LeZion,https://maps.google.com/?cid=7344757478122094515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Jaja,barakbir@gmail.com,https://www.jaja.co.il/,Rishon LeZion,https://maps.google.com/?cid=5679144820559076642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Nafis,linet.roza1@nafis.org.il,http://www.nafisholon.co.il/,Rishon LeZion,https://maps.google.com/?cid=5553962540965979903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,BBB Rishon-Letsiyon,service@bbb3.co.il,https://www.burgus.co.il/rishon/,Rishon LeZion,https://maps.google.com/?cid=7169806074212432076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Transit,sushipark.fi@gmail.com,https://delivery.thesushi.co.il/,Rishon LeZion,https://maps.google.com/?cid=5906117502184819048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,בלה צ'או - בר הופעות חיות,milana.hanukaev@gmail.com,https://live.tickchak.co.il/Bellaciao-live,Rishon LeZion,https://maps.google.com/?cid=16464540418935037211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,שיפודי נתנאל,shipudn14@gmail.com,https://shipudn.co.il/,Rishon LeZion,https://maps.google.com/?cid=17430620680535610518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Aroi Thai Food Restaurant,aroi.time.to.thai@gmail.com,https://aroi.co.il/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11050246821592661812,Rishon LeZion,https://maps.google.com/?cid=427603989954227096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,דודא לפיצה,dudalapizza@gmail.com,https://www.dudalapizza.co.il/,Rishon LeZion,https://maps.google.com/?cid=17431055760453876292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,מסעדת וואקמה - קיטשן אסייתי,wakamefood@gmail.com,https://www.wakame.co.il/,Rishon LeZion,https://maps.google.com/?cid=13065890679667424001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,רנדוו,restoran.randevu.info@gmail.com,http://www.rondevu.co.il/,Rishon LeZion,https://maps.google.com/?cid=4076810705935535182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Black&White sushi bar,sushipark.fi@gmail.com,https://delivery.thesushi.co.il/,Rishon LeZion,https://maps.google.com/?cid=11909433826588674452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Pitmaster,reservations@pitmaster.show,https://pitmaster.show/,Petah Tikva,https://maps.google.com/?cid=1725371633298218591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,LaCarne,lacarne.pt1@gmail.com,https://la-carne.co.il/,Petah Tikva,https://maps.google.com/?cid=17361148657754740502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,קולולו | KULULU,cocktail@kululu.co.il,https://www.kululu.co.il/,Petah Tikva,https://maps.google.com/?cid=10549218626384022023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,EATALIA איטליה | כשר,maja@email.com,https://ontopo.com/he/il/page/24435628,Petah Tikva,https://maps.google.com/?cid=1329829815193132967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Jems Beer Factory,info@jems.co.il,https://www.jems.co.il/,Petah Tikva,https://maps.google.com/?cid=3405778805664645815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,BBB - Burgus Burger Bar,service@bbb3.co.il,https://www.burgus.co.il/,Petah Tikva,https://maps.google.com/?cid=4458326804361830247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Secret Pizza,%20secretpiza@gmail.com,https://secretpizza.co.il/,Petah Tikva,https://maps.google.com/?cid=3168539722879296952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Oscar Wilde Irish Pub | אוסקר ווילד,Yaelsz12@gmail.com,http://www.o-w.co.il/,Petah Tikva,https://maps.google.com/?cid=11945361434940337280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Piedra פיאדרה,Lapiedraoffice@gmail.com,https://www.lapiedra.co.il/,Petah Tikva,https://maps.google.com/?cid=317893056948644165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,אלוהה פתח תקווה,office@alohatlv.net,https://www.alohatlv.co.il/,Petah Tikva,https://maps.google.com/?cid=9444299145382042518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Vino,vinorest2707@gmail.com,http://vino-rest.co.il/,Petah Tikva,https://maps.google.com/?cid=7516318039959364020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Concept Sabich,u202Asupport@wolt.com,https://wolt.com/he/ISR/petah-tikva/restaurant/sabich-concept,Petah Tikva,https://maps.google.com/?cid=12070474444516874141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,בורגרס בר | BURGERS BAR,b4you@burgersbar.co.il,http://www.burgersbar.co.il/,Petah Tikva,https://maps.google.com/?cid=473407832621895334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,מאמיס שווארמה,u202Asupport@wolt.com,https://wolt.com/he/isr/petah-tikva/restaurant/mamis,Petah Tikva,https://maps.google.com/?cid=5065995133382314348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Sabich Hasharon PTK,u202Asupport@wolt.com,https://bit.ly/48eJbaO,Petah Tikva,https://maps.google.com/?cid=10219885913204486339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Petra Restaurant,petra.ashdod@gmail.com,https://www.petrarest.co.il/,Ashdod,https://maps.google.com/?cid=1877721833589338321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Castle,booking@castel.IL,https://www.castlebar.co.il/menu?lang=he,Ashdod,https://maps.google.com/?cid=11721186595757543854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Story Garden Cafe,gansipur@gmail.com,http://www.gansipur.co.il/,Ashdod,https://maps.google.com/?cid=11434235493187782047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Space,space.emunim@gmail.com,http://space-rest.co.il/,Ashdod,https://maps.google.com/?cid=529243687359532512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Ratatui Restaurant,maja@email.com,https://ontopo.co.il/ratatuiemunim/,Ashdod,https://maps.google.com/?cid=8948796847199112195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,BBB,service@bbb3.co.il,http://www.burgus.co.il/,Ashdod,https://maps.google.com/?cid=10280371215397971633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,פוטטוסטאר Potatostar - מתחם סטאר סנטר אשדוד,Potato@o-s-yazamut.com,https://orders.potatostar.co.il/,Ashdod,https://maps.google.com/?cid=6063160423298485221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,קייטרינג השף,A0528797753@gmail.com,https://digitalbizcard.co.il/card/catering-chef/,Eilat,https://maps.google.com/?cid=14009072533313883781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,"מסעדת כרמים, רחובות",cramimid@gmail.com,http://www.cramimrest.co.il/,Rehovot,https://maps.google.com/?cid=14982818385774682165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Piatto,piattopark@gmail.com,http://www.piatto.co.il/,Rehovot,https://maps.google.com/?cid=12606595547851509891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Moo v Moo,moovmoo84@gmail.com,http://moovmoo.co.il/,Rehovot,https://maps.google.com/?cid=4058567990363021890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Ahuzat Margo,info@margo.co.il,https://www.margo.co.il/,Rehovot,https://maps.google.com/?cid=11434701787551448799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,JEM'S BEER FACTORY,info@jems.co.il,http://www.jems.co.il/,Rehovot,https://maps.google.com/?cid=9207647283602291984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Fabrica Pizzeria Napoletana,maja@email.com,https://ontopo.com/he/il/page/74276065,Rehovot,https://maps.google.com/?cid=17174899756609855691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,בלקינד בר,maja@email.com,https://ontopo.co.il/belkind?source=facebook,Rehovot,https://maps.google.com/?cid=6351419713488581983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,שיפודי הנכד של חנניה רחובות,lIUt.xaV@xutRay.TxaQ,https://order.plweb.online/wl/629172#!/rest/629172/menu,Rehovot,https://maps.google.com/?cid=8365001392918675862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,בורגר סטיישן רחובות BURGER STATION,avdar.ben@gmail.com,https://www.burgerstation.co.il/,Rehovot,https://maps.google.com/?cid=840205598317161575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,פיצה 194,example@mysite.com,https://www.pizza194.co.il/,Rehovot,https://maps.google.com/?cid=4590268519975824394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,נאפו טורטייה רחובות,naposervice1@gmail.com,https://napo.web.delivery/,Rehovot,https://maps.google.com/?cid=7554747681908400403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,נונו מימי כפר סבא,sharpstudio.xyz@gmail.com,https://nonomimi.com/,Kfar Saba,https://maps.google.com/?cid=12932760022843220940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Home'is הומיז,Homiskfs@gmail.com,https://homeiskfs.co.il/homies/,Kfar Saba,https://maps.google.com/?cid=14454301422526358921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,BURGER STATION KFAR SABA,avdar.ben@gmail.com,https://burgerstation.co.il/,Kfar Saba,https://maps.google.com/?cid=9547930187278076517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,בית הפנקייק המקורי כפר סבא,pnck4u@gmail.com,https://pancake.co.il/,Kfar Saba,https://maps.google.com/?cid=12403764865635223228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,המלביה,hamalabiya@gmail.com,http://hamalabiya.co.il/,Kfar Saba,https://maps.google.com/?cid=797979418605894461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Jem's Beer Factory,info@jems.co.il,http://www.jems.co.il/,Kfar Saba,https://maps.google.com/?cid=7496030531767900284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,אוניגירו onigiro,onigiroisrael@gmail.com,https://onigiroisrael.com/,Kfar Saba,https://maps.google.com/?cid=7462988270615698023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,תפארת הפלאפל והשווארמה,ayalacohenontheway@gmail.com,https://www.mako.co.il/food-restaurants/street-food-critics/Article-7faba299a10b961006.htm,Kfar Saba,https://maps.google.com/?cid=6998042484223022849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Nono & Mimi,sharpstudio.xyz@gmail.com,https://nonomimi.com/%D7%A0%D7%95%D7%A0%D7%95-%D7%9E%D7%99%D7%9E%D7%99-%D7%94%D7%95%D7%93-%D7%94%D7%A9%D7%A8%D7%95%D7%9F-%D7%94%D7%9E%D7%95%D7%A9%D7%91%D7%94/,Kfar Saba,https://maps.google.com/?cid=1671520789609072495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,יאשקה - כפר סבא,sivanyashka@gmail.com,https://www.yashka.co.il/,Kfar Saba,https://maps.google.com/?cid=7886907936586044945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Burgers Kfar Saba,service@bbb3.co.il,https://www.iburgerim.co.il/,Kfar Saba,https://maps.google.com/?cid=10696392483464274126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,קמליה - מסעדה קולינארית בכפר,hagan-04@zahav.net.il,https://camelia.rest.co.il/,Kfar Saba,https://maps.google.com/?cid=17330156643162388536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,יומי סושי ליין,yomiinvoices@gmail.com,http://yomisushi.co.il/,Kfar Saba,https://maps.google.com/?cid=16502908203260092591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Felicita - Italian cusine,maja@email.com,https://ontopo.co.il/felicita,Ra'anana,https://maps.google.com/?cid=724491346139175640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,אגוסטין Augustine,noa@noirgroup.co.il,https://www.augustine.co.il/,Ra'anana,https://maps.google.com/?cid=10364930450684285766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Burger Station Raanana,avdar.ben@gmail.com,https://burgerstation.co.il/,Ra'anana,https://maps.google.com/?cid=4896038188399333218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,הפינה אוכל רחוב,hapinastreetfood@gmail.com,http://hapinastreetfood.com/,Ra'anana,https://maps.google.com/?cid=3757111266969355635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,La Rotisserie,support@wolt.com,https://wolt.com/en/isr/hasharon/restaurant/la-rotisserie-raanana,Ra'anana,https://maps.google.com/?cid=9743737046132698653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,"Murphy's Bar, Ra'anana מרפיס",maja@email.com,https://ontopo.co.il/murphysraanana,Ra'anana,https://maps.google.com/?cid=10091464605532895263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,התימניה,piperpen.info@gmail.com,https://temaniya.com/,Ra'anana,https://maps.google.com/?cid=5105662134533242011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Queen Lu,ande@mikado-themes.com,https://queenlu.co.il/,Ra'anana,https://maps.google.com/?cid=4103077732246057179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Aziza,info@mako.co.il,https://www.mako.co.il/food-restaurants/restaurant-news/Article-70e353f171a5e61026.htm,Ra'anana,https://maps.google.com/?cid=1537008164581911558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Tenne,office@tenne-deli.co.il,https://www.tenne-deli.co.il/,Ra'anana,https://maps.google.com/?cid=4291737515105259922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Migo Food Market,info840@bezeqint.net,https://www.migo-r.co.il/,Ra'anana,https://maps.google.com/?cid=11925284875326243785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,וואקמה רננים,wakamefood@gmail.com,https://www.wakame.co.il/,Ra'anana,https://maps.google.com/?cid=11261810704290505730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,Biga - Gluten free,elad@media-maven.co.il,https://www.biga-bakery.co.il/,Ra'anana,https://maps.google.com/?cid=14340641789010500365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,יאשקה,sivanyashka@gmail.com,https://www.yashka.co.il/,Ra'anana,https://maps.google.com/?cid=6809126507310026783&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
,,שניצל קומפני רעננה,tedkovits@gmail.com,https://www.scompany.co.il/,Ra'anana,https://maps.google.com/?cid=11967795176328014763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
